,team_red,result_red,ban_0_red,ban_1_red,ban_2_red,ban_3_red,ban_4_red,pick_0_red,pick_1_red,pick_2_red,pick_3_red,pick_4_red,kills_red,towers_red,dragons_red,barons_red,player_0_red,kda_0_red,csM_0_red,dpM_0_red,wpM_0_red,player_1_red,kda_1_red,csM_1_red,dpM_1_red,wpM_1_red,player_2_red,kda_2_red,csM_2_red,dpM_2_red,wpM_2_red,player_3_red,kda_3_red,csM_3_red,dpM_3_red,wpM_3_red,player_4_red,kda_4_red,csM_4_red,dpM_4_red,wpM_4_red,team_blue,result_blue,ban_0_blue,ban_1_blue,ban_2_blue,ban_3_blue,ban_4_blue,pick_0_blue,pick_1_blue,pick_2_blue,pick_3_blue,pick_4_blue,kills_blue,towers_blue,dragons_blue,barons_blue,player_0_blue,kda_0_blue,csM_0_blue,dpM_0_blue,wpM_0_blue,player_1_blue,kda_1_blue,csM_1_blue,dpM_1_blue,wpM_1_blue,player_2_blue,kda_2_blue,csM_2_blue,dpM_2_blue,wpM_2_blue,player_3_blue,kda_3_blue,csM_3_blue,dpM_3_blue,wpM_3_blue,player_4_blue,kda_4_blue,csM_4_blue,dpM_4_blue,wpM_4_blue,match_duration,region
0,82,1,62,105,27,107,65,34,75,11,157,71,16,10,3,2,420,14.0,9.0,751,0.35,917,6.0,5.9,552,0.32,1023,1.75,8.3,427,0.51,757,11.0,11.0,707,0.47,1054,11.0,0.5,71,1.39,219,0,101,51,56,2,121,47,141,122,70,80,8,3,1,0,939,1.0,8.2,504,0.38,761,1.0,4.6,212,0.38,372,2.5,9.3,619,0.38,1081,1.0,10.7,496,0.41,188,2.0,0.4,135,1.30,00:31:36,
0,53,0,105,75,70,101,121,47,141,11,136,41,6,3,1,0,53,1.33,9.0,244,0.39,841,2.0,5.6,191,0.26,449,1.33,8.9,250,0.29,914,0.0,9.1,341,0.39,99,0.0,1.1,133,1.83,37,1,36,157,56,88,2,34,107,143,29,9,10,11,3,1,231,1.75,9.8,491,0.46,186,10.0,5.0,266,0.20,706,8.0,9.6,400,0.56,574,5.0,10.2,334,0.39,749,6.0,1.6,206,2.98,00:30:32,
0,230,1,105,136,47,53,9,51,27,124,70,80,12,8,4,1,1187,9.0,7.9,424,0.25,124,9.0,6.1,431,0.92,597,9.0,9.4,716,0.63,661,11.0,9.1,638,0.54,169,11.0,0.4,150,1.39,119,0,101,154,56,2,48,31,107,121,25,93,2,6,0,0,800,1.0,9.9,351,0.48,496,0.67,5.9,201,0.35,14,0.0,8.6,275,0.22,950,0.33,7.6,339,0.41,322,1.0,1.6,117,2.76,00:31:34,
0,72,0,70,154,75,29,11,51,27,105,136,41,12,6,3,1,1188,3.0,7.5,297,0.54,427,9.0,6.6,375,0.82,1149,1.6,8.7,573,0.25,297,9.0,8.9,805,0.48,1036,1.5,0.6,321,1.77,37,1,56,147,9,43,4,47,107,19,116,54,11,8,3,2,231,2.0,7.3,358,0.50,186,4.5,4.6,330,0.45,706,2.67,8.0,480,0.52,574,8.0,11.6,617,0.25,749,3.33,0.7,152,1.45,00:44:10,
0,40,1,27,17,999,101,31,51,147,121,157,71,24,11,3,1,335,19.0,7.6,1001,0.35,102,14.0,7.1,508,0.31,238,7.0,7.3,805,0.31,91,12.0,11.2,687,0.47,1110,20.0,0.5,224,1.17,105,0,70,105,9,56,2,47,107,43,116,154,5,2,0,0,553,0.43,7.8,590,0.47,808,1.0,5.1,309,0.39,1083,0.33,8.5,430,0.31,932,1.0,9.4,355,0.31,408,1.33,0.4,141,1.37,00:25:32,
0,230,1,105,47,62,31,121,90,38,11,53,9,19,9,4,2,1187,5.5,6.9,421,0.40,124,3.6,6.0,562,1.17,597,15.0,7.7,1135,0.47,661,5.0,7.1,394,0.55,169,3.75,0.4,560,1.67,219,0,75,27,101,33,56,36,107,2,70,80,15,5,2,0,939,0.67,8.2,730,0.32,761,3.5,5.2,317,0.42,372,1.0,7.8,541,0.30,1081,4.0,8.5,1059,0.50,188,6.5,0.7,220,1.25,00:40:06,
0,119,0,105,70,51,121,2,90,147,11,116,71,4,1,1,0,800,0.5,8.1,287,0.39,496,0.75,5.3,290,0.35,14,0.5,7.8,638,0.35,950,1.33,9.0,608,0.42,322,3.0,0.4,165,1.59,1,1,47,31,36,56,48,101,107,143,157,154,15,10,3,1,967,2.0,10.0,388,0.18,178,12.0,5.4,379,0.28,101,14.0,9.1,977,0.32,249,14.0,10.5,946,0.39,131,15.0,0.1,293,1.27,00:28:20,
0,53,0,105,9,70,157,17,88,107,2,136,71,3,3,0,0,53,1.0,9.0,644,0.45,841,0.67,4.6,210,0.24,449,0.67,7.2,424,0.21,914,0.0,8.0,487,0.35,99,0.5,0.7,131,1.35,82,1,56,154,36,19,41,51,75,121,29,54,16,10,4,1,420,2.0,7.7,199,0.45,917,10.0,5.4,375,0.35,1023,13.0,8.6,790,0.45,757,12.0,10.0,1008,0.52,1054,9.0,0.7,122,1.70,00:28:54,
0,148,1,47,31,43,0,18,90,75,19,106,99,19,8,3,1,463,12.0,8.0,473,0.28,659,15.0,5.2,515,0.17,1007,13.0,9.8,595,0.41,415,15.0,8.8,596,0.24,1025,16.0,1.2,180,1.38,149,0,151,70,122,34,36,51,107,120,136,82,4,4,0,0,855,0.0,8.2,274,0.41,466,1.0,5.1,152,0.48,290,1.33,8.1,561,0.31,272,0.8,8.9,553,0.38,314,0.5,1.1,119,0.93,00:29:02,ES
0,18,0,80,157,34,67,55,48,75,105,106,82,13,11,3,2,1045,2.33,7.5,578,0.43,228,3.67,4.2,393,0.35,623,3.0,10.8,399,0.57,105,3.67,8.6,479,0.41,166,1.5,0.9,101,1.25,257,1,41,51,47,154,999,31,147,54,52,99,16,9,2,0,1152,4.0,9.3,306,0.33,684,3.5,5.1,352,0.35,303,12.0,5.7,420,0.60,1166,6.5,11.3,722,0.33,109,2.17,0.9,142,1.63,00:36:53,ES
0,191,1,105,80,51,48,41,88,121,54,136,82,18,10,2,1,571,12.0,10.8,612,0.27,969,11.0,6.8,501,0.20,57,12.0,6.4,246,0.57,328,5.5,10.2,410,0.30,672,2.0,1.2,90,1.17,201,0,25,141,31,107,147,110,75,143,29,16,6,2,2,0,1009,0.4,7.1,285,0.37,1150,1.5,6.0,569,0.13,982,0.5,8.5,455,0.44,651,2.5,9.4,479,0.44,759,1.67,1.2,120,1.48,00:29:48,ES
0,252,1,51,70,31,47,34,101,107,43,116,82,13,9,4,1,417,5.5,8.8,647,0.31,211,3.5,5.5,304,0.35,993,9.0,10.4,343,0.44,311,13.0,9.8,1040,0.41,879,13.0,0.9,142,1.07,34,0,142,105,32,154,109,90,147,122,136,54,5,0,0,0,787,0.67,8.5,677,0.53,538,2.5,6.1,284,0.25,445,1.0,8.9,567,0.38,180,1.5,9.3,422,0.35,762,1.0,1.3,146,1.13,00:31:53,ES
0,242,0,109,154,17,31,47,107,147,11,70,80,3,0,0,0,453,0.5,7.6,278,0.38,909,0.67,5.6,194,0.22,32,0.75,9.2,562,0.38,67,1.0,9.2,406,0.32,13,0.4,0.8,148,0.86,76,1,90,43,136,56,143,51,62,54,53,5,18,11,4,2,773,10.0,8.5,456,0.45,707,15.0,7.8,632,0.32,155,14.0,8.3,531,0.16,16,12.0,9.2,311,0.29,596,8.0,1.0,194,1.34,00:31:21,ES
0,191,1,105,31,47,80,82,22,75,101,136,109,17,10,4,1,571,3.33,7.9,468,0.31,969,2.67,6.9,338,0.31,57,6.0,8.3,278,0.58,328,8.0,8.9,336,0.27,672,10.0,0.6,132,0.85,18,0,17,147,51,999,67,18,141,56,9,41,8,3,0,0,1045,2.33,7.7,316,0.43,228,0.83,5.2,145,0.19,623,1.0,8.1,360,0.31,105,0.67,7.6,245,0.23,166,1.0,0.9,208,0.93,00:25:49,ES
0,149,0,147,70,105,31,47,36,75,152,9,71,3,2,1,0,855,1.0,8.8,343,0.41,466,1.0,5.4,244,0.41,290,0.4,7.8,193,0.38,272,1.5,7.9,347,0.56,314,3.0,1.1,78,0.90,34,1,107,43,136,41,82,51,141,122,17,54,12,10,3,1,787,6.0,8.0,478,0.45,538,4.5,5.1,184,0.26,445,9.0,9.6,709,0.60,180,6.0,8.2,419,0.49,762,8.0,0.6,230,1.17,00:26:35,ES
0,201,0,142,154,70,122,41,107,134,19,29,93,3,1,2,0,1009,0.33,6.8,354,0.30,1150,0.25,6.0,254,0.07,982,0.5,8.5,350,0.37,651,1.0,8.6,584,0.44,759,3.0,1.8,138,2.80,252,1,51,54,105,43,152,0,75,121,136,82,13,9,2,1,417,9.0,9.6,570,0.30,211,9.0,6.8,518,0.24,993,10.0,7.8,410,0.44,311,11.0,9.4,670,0.34,879,11.0,1.4,162,1.28,00:29:37,ES
0,148,0,43,90,147,18,48,115,999,19,9,41,17,3,3,0,463,1.75,6.9,612,0.43,659,3.33,5.2,282,0.26,1007,4.0,9.2,568,0.46,415,2.4,6.3,638,0.33,1025,2.2,1.8,491,1.35,242,1,25,106,75,34,36,107,142,121,136,54,19,7,2,2,453,3.67,7.7,398,0.30,909,4.33,5.5,720,0.23,32,3.0,8.3,300,0.17,67,4.25,8.5,1344,0.26,13,4.75,1.3,424,1.19,00:30:17,ES
0,76,1,31,54,136,18,34,88,75,143,25,41,11,10,5,2,773,5.0,9.8,297,0.38,707,11.0,6.1,453,0.24,155,4.0,9.5,490,0.45,16,10.0,9.6,423,0.24,596,8.0,0.4,287,0.97,257,0,109,51,154,21,115,90,147,122,157,82,2,0,0,0,1152,0.5,7.2,276,0.31,684,0.33,4.8,183,0.28,303,0.33,8.1,137,0.28,1166,2.0,9.5,252,0.21,109,0.5,1.5,59,1.32,00:28:52,ES
0,63,1,75,147,136,13,141,36,62,43,109,118,12,9,2,1,815,4.5,8.4,539,0.45,1178,9.0,7.9,762,0.28,685,1.29,8.2,609,0.42,1117,4.0,6.8,538,0.36,895,3.0,0.7,233,0.97,123,0,6,38,47,90,122,101,107,105,17,9,15,3,3,0,118,3.0,7.5,265,0.33,876,6.0,4.6,297,0.28,379,3.0,7.4,580,0.31,602,13.0,8.5,648,0.33,511,4.33,0.6,538,1.59,00:35:55,CZ
0,44,0,75,70,105,154,99,37,147,89,116,54,4,2,1,0,527,0.4,7.5,481,0.31,519,1.0,5.1,270,0.17,1125,0.5,9.2,432,0.31,288,0.67,9.0,385,0.42,617,1.0,0.4,115,1.15,71,1,124,41,51,143,122,47,107,121,136,82,18,11,3,1,1118,10.0,9.5,504,0.28,998,18.0,5.9,329,0.21,208,12.0,8.8,444,0.28,217,5.5,8.9,404,0.24,299,11.0,1.2,106,1.22,00:28:48,CZ
0,223,0,157,105,75,143,122,31,92,121,136,54,3,2,1,0,1060,1.0,7.7,421,0.41,1109,0.5,5.0,144,0.21,1189,1.0,7.7,419,0.33,163,0.2,6.2,383,0.25,1031,3.0,1.0,208,0.95,202,1,34,142,47,48,43,36,107,56,70,80,14,9,1,1,23,9.0,8.5,749,0.37,916,12.0,5.4,285,0.21,1175,8.0,8.2,673,0.25,937,13.0,7.3,770,0.46,824,13.0,0.3,237,1.12,00:24:08,CZ
0,31,0,152,34,121,105,122,39,141,72,148,82,12,6,3,1,21,0.5,7.8,232,0.18,1139,1.4,4.3,230,0.29,426,5.5,6.7,859,0.29,779,10.0,11.2,737,0.54,731,2.0,1.0,110,1.23,69,1,41,75,136,29,49,51,142,65,17,54,18,11,4,2,1180,7.0,7.2,482,0.60,1103,7.0,5.5,572,0.98,437,2.2,7.6,606,0.34,500,5.0,9.5,729,0.36,229,15.0,0.7,89,1.50,00:44:45,CZ
0,4,0,47,53,136,34,105,18,107,122,9,41,5,4,2,0,567,0.8,7.7,331,0.22,887,2.0,5.7,139,0.28,271,1.0,8.9,311,0.52,868,0.67,7.8,235,0.46,378,1.0,0.5,208,1.05,147,1,31,154,80,101,43,36,75,151,17,72,16,10,3,2,526,5.0,9.5,616,0.40,1046,11.0,5.0,553,0.40,71,3.5,8.5,229,0.25,454,13.0,8.9,664,0.46,1106,14.0,1.3,603,1.29,00:32:31,FR
0,213,1,47,27,154,31,51,101,107,121,136,9,7,10,4,1,29,5.0,8.9,465,0.40,608,6.0,5.7,182,0.44,795,4.0,9.6,326,0.30,1202,2.0,10.1,515,0.37,285,6.0,0.9,250,1.82,130,0,157,70,105,56,18,34,75,11,116,41,2,1,0,0,507,1.0,9.5,443,0.47,242,0.33,4.1,303,0.20,628,1.0,9.5,441,0.50,128,2.0,9.4,280,0.37,997,1.0,0.9,162,0.87,00:29:45,FR
0,243,0,75,122,62,147,65,51,142,2,53,82,11,2,4,0,715,10.0,7.5,356,0.41,210,2.67,6.3,201,0.22,200,2.67,7.3,613,0.25,423,3.0,8.9,333,0.39,1146,1.8,1.2,132,1.71,217,1,107,105,41,69,1,47,38,11,70,80,15,10,1,2,776,3.0,7.5,680,0.39,584,3.5,6.5,345,1.46,985,7.5,8.6,905,0.52,457,4.0,8.1,628,0.41,1151,14.0,1.3,118,1.43,00:36:20,FR
0,207,0,107,75,41,92,101,141,2,157,154,999,3,1,0,0,610,0.67,8.6,315,0.38,870,0.75,5.3,69,0.38,723,1.0,8.8,272,0.29,952,1.5,9.4,354,0.35,926,1.5,0.1,129,1.12,98,1,11,70,136,1,51,47,38,122,53,82,14,9,4,1,72,12.0,9.4,609,0.61,267,12.0,7.1,295,1.12,1194,12.0,8.4,515,0.48,751,12.0,8.4,341,0.58,786,6.0,0.9,130,1.44,00:31:13,FR
0,27,1,105,80,41,147,36,47,141,1,53,5,14,11,3,1,405,4.0,8.4,537,0.29,754,9.0,5.7,228,0.25,201,11.0,10.2,351,0.25,989,8.0,10.5,400,0.47,1014,11.0,0.9,164,1.44,137,0,31,75,107,82,122,101,92,11,157,154,4,2,1,0,136,4.0,9.6,657,0.43,885,0.5,4.1,157,0.36,839,0.25,10.1,397,0.50,484,0.5,9.2,303,0.32,1198,0.67,0.0,177,0.61,00:27:47,FR
0,27,0,17,41,999,9,105,47,107,2,53,93,17,3,4,0,405,3.0,8.8,509,0.44,754,3.25,4.9,397,0.33,201,4.0,8.2,629,0.27,989,3.75,8.4,671,0.38,1014,2.2,1.6,198,2.36,147,1,11,154,80,82,121,51,75,56,136,999,19,7,2,1,526,6.5,7.5,481,0.41,1046,3.0,4.6,549,0.47,71,3.75,8.3,674,0.16,454,4.0,10.0,742,0.52,1106,8.5,1.2,296,1.54,00:36:23,FR
0,137,0,122,80,141,11,2,47,107,121,29,54,10,2,2,0,136,2.33,8.0,591,0.41,885,1.2,4.1,297,0.35,839,0.5,7.9,400,0.41,484,4.5,9.2,919,0.32,1198,4.5,0.4,280,1.42,207,1,105,41,75,999,154,31,147,89,136,82,16,11,3,2,610,3.0,9.6,924,0.29,870,3.67,4.8,327,0.41,723,10.0,8.0,625,0.55,952,10.0,9.3,649,0.41,926,3.33,0.9,132,1.59,00:34:34,FR
0,217,0,41,107,31,136,25,47,75,48,53,5,22,3,3,1,776,1.5,8.6,395,0.51,584,3.6,4.4,951,0.21,985,6.0,8.9,768,0.49,457,16.0,10.5,499,0.31,1151,2.83,0.9,208,1.65,98,1,62,11,70,105,999,51,38,122,49,82,21,11,4,2,72,3.75,6.4,430,0.25,267,4.5,8.8,707,1.40,1194,3.0,8.1,682,0.49,751,16.0,6.7,823,0.45,786,1.0,0.6,126,1.38,00:48:34,FR
0,130,0,9,53,75,147,142,31,141,2,136,82,18,8,4,1,507,7.5,8.9,959,0.22,242,1.57,4.1,188,0.20,628,1.5,6.7,444,0.24,128,7.5,8.7,872,0.32,997,1.71,0.9,168,1.34,243,1,41,107,122,1,124,51,40,105,70,80,24,11,2,2,715,2.4,6.2,249,0.32,210,3.8,7.8,770,0.18,200,5.67,8.8,1202,0.34,423,6.33,7.1,1000,0.51,1146,11.0,0.8,265,1.52,00:49:20,FR
0,213,1,154,80,31,82,122,48,147,105,136,16,17,10,3,1,29,6.0,8.9,624,0.56,608,3.0,5.2,290,0.26,795,15.0,10.8,930,0.39,1202,15.0,9.3,660,0.36,285,5.33,1.2,164,1.97,4,0,75,41,107,999,999,47,142,19,53,67,11,3,1,0,567,1.5,9.1,238,0.46,887,2.25,5.5,347,0.26,271,3.5,8.8,619,0.43,868,1.4,8.0,232,0.49,378,2.25,1.0,172,1.22,00:30:25,FR
0,26,1,136,17,154,88,34,92,107,143,70,80,19,9,4,1,653,10.0,6.3,534,0.31,202,8.0,4.5,438,0.19,781,8.5,8.9,1251,0.45,542,8.5,9.4,1318,0.38,700,6.0,0.3,166,1.50,103,0,9,41,105,51,56,47,75,2,148,96,10,9,2,1,844,0.8,8.4,457,0.33,38,2.0,4.5,929,0.19,221,1.0,7.4,511,0.24,62,2.0,11.4,1214,0.24,929,9.0,1.3,192,2.91,00:41:54,ES
0,111,0,41,122,136,143,11,36,75,124,70,80,0,2,1,0,257,0.0,6.8,381,0.40,36,0.0,5.6,397,0.11,412,0.0,9.0,284,0.40,1174,0.0,9.0,362,0.33,673,0.0,0.4,124,1.12,141,1,147,154,105,130,92,47,107,121,52,82,16,11,1,1,880,11.0,9.1,524,0.47,520,11.0,5.5,295,0.40,70,7.0,8.1,312,0.40,573,11.0,8.2,440,0.25,852,12.0,1.1,101,1.34,00:27:38,ES
0,168,0,75,122,41,121,69,31,147,143,157,4,8,3,3,1,600,1.67,8.4,369,0.38,430,2.0,5.0,285,0.32,330,3.5,9.2,640,0.41,940,1.33,9.3,413,0.29,43,0.6,1.2,73,1.66,193,1,17,105,80,47,36,51,107,124,116,154,17,10,1,1,770,13.0,8.2,390,0.41,8,7.0,4.5,244,0.19,1073,12.0,9.4,479,0.48,789,7.0,9.7,839,0.54,689,8.0,0.1,229,0.89,00:31:21,ES
0,116,0,41,75,70,36,101,51,107,56,136,9,13,3,3,0,1143,1.0,7.6,389,0.45,1116,3.67,5.2,367,0.36,1111,2.25,9.4,417,0.27,319,1.33,9.5,482,0.60,1161,1.4,0.7,360,1.64,19,1,47,122,154,11,143,90,141,105,116,999,19,8,2,1,1047,11.0,7.4,382,0.45,371,4.0,5.5,563,0.42,838,8.0,8.6,965,0.12,220,4.33,10.5,921,0.48,270,3.75,1.0,326,0.98,00:33:35,ES
0,85,1,75,41,80,148,17,37,5,43,136,16,19,8,4,1,699,6.0,8.1,650,0.53,772,6.0,6.3,454,0.12,656,2.5,7.8,411,0.50,84,17.0,8.7,812,0.47,24,9.0,1.2,183,1.37,233,0,34,122,154,60,31,47,147,105,52,82,11,1,0,0,252,3.5,7.3,456,0.44,601,2.25,5.0,259,0.31,384,2.25,8.6,797,0.37,775,1.75,8.2,437,0.37,478,1.4,1.0,114,1.03,00:32:07,ES
0,26,1,17,154,136,29,148,2,141,105,157,9,21,9,3,1,653,1.5,7.2,398,0.18,202,1.67,4.5,200,0.26,781,17.0,10.1,757,0.45,542,9.0,11.0,760,0.32,700,6.0,0.6,357,2.41,111,0,41,80,107,34,51,31,75,122,8,71,16,6,2,1,257,1.25,8.2,470,0.34,36,4.0,4.9,598,0.13,412,3.5,7.8,489,0.68,1174,2.8,9.4,860,0.37,654,2.0,0.6,115,1.34,00:38:06,ES
0,103,0,122,41,75,124,143,101,147,11,157,154,4,2,0,0,844,0.6,7.2,370,0.30,38,4.0,6.1,313,0.27,221,1.5,9.4,401,0.45,62,1.0,10.2,529,0.39,929,4.0,0.3,183,1.09,193,1,17,105,136,90,51,47,107,89,116,71,11,9,4,2,770,9.0,8.0,656,0.57,8,7.0,4.2,178,0.42,1073,8.0,9.2,537,0.51,789,3.5,9.9,649,0.36,689,9.0,0.7,96,1.84,00:33:08,ES
0,116,1,41,105,70,17,52,37,141,122,148,119,14,10,5,1,1143,10.0,8.5,741,0.57,1116,11.0,4.5,265,0.37,1111,4.0,8.2,931,0.59,319,12.0,9.7,585,0.59,1161,6.0,0.5,98,1.99,141,0,147,154,75,16,999,47,107,2,136,999,8,6,1,1,880,1.0,8.2,373,0.52,520,3.5,6.0,244,0.39,70,1.67,7.1,352,0.47,573,1.5,8.5,529,0.27,852,0.6,1.3,174,1.40,00:40:41,ES
0,168,1,41,70,75,148,54,47,23,151,136,999,21,8,3,1,600,9.0,7.8,425,0.45,430,15.0,7.3,524,0.30,330,13.0,10.1,486,0.38,940,5.5,8.1,840,0.72,43,4.67,0.7,282,1.10,233,0,154,105,107,141,121,36,147,11,29,119,5,1,0,0,252,1.0,8.7,503,0.38,601,0.5,4.8,310,0.30,384,0.5,8.6,424,0.45,775,1.0,8.5,393,0.38,478,1.25,0.3,92,1.13,00:26:26,ES
0,85,1,75,51,80,151,2,152,147,122,17,72,16,10,4,2,699,12.0,11.3,731,0.51,772,4.5,5.9,244,0.20,656,5.0,8.4,499,0.46,84,6.0,9.7,292,0.38,24,3.5,0.8,154,0.86,19,0,47,31,105,34,48,90,107,43,116,41,6,4,1,0,1047,0.75,6.3,229,0.46,371,1.0,4.7,128,0.30,838,0.25,9.9,239,0.25,220,0.5,11.7,396,0.46,270,1.67,0.7,286,1.45,00:39:26,ES
0,142,0,31,105,107,18,88,36,155,121,136,9,17,3,2,0,594,1.17,7.2,428,0.28,498,3.0,4.6,383,0.44,1157,2.17,6.2,524,0.19,588,3.0,8.1,948,0.22,152,2.2,1.7,477,2.13,109,1,51,47,154,122,56,101,75,152,157,71,26,11,3,1,1177,7.0,8.2,591,0.35,1115,3.6,5.2,769,0.19,334,2.43,8.1,795,0.09,64,10.0,10.4,1316,0.47,864,21.0,0.5,75,1.41,00:31:53,PL
0,127,1,54,136,109,104,147,31,107,11,17,71,9,9,5,0,343,1.0,8.9,446,0.40,73,6.0,4.6,86,0.48,842,7.0,11.0,574,0.46,22,1.5,9.4,481,0.38,695,4.0,0.4,72,1.62,216,0,105,154,75,157,8,51,134,143,70,80,5,4,1,1,1185,1.0,7.6,260,0.32,1004,4.0,6.5,181,0.05,1193,0.0,6.8,286,0.32,634,5.0,9.8,496,0.40,349,4.0,0.5,73,1.35,00:37:08,PL
0,107,1,158,55,154,82,5,34,75,120,70,80,22,8,2,2,397,6.0,8.5,826,0.46,843,9.5,4.8,529,0.27,814,16.0,7.7,446,0.36,663,7.5,8.3,796,0.36,1123,4.67,0.6,169,1.40,87,0,147,41,136,138,122,36,142,105,25,67,11,4,3,0,710,1.5,8.9,539,0.40,443,1.25,6.4,240,0.36,298,2.33,9.0,640,0.46,823,1.0,7.7,457,0.21,342,0.83,0.8,129,1.46,00:32:53,PL
0,6,0,147,154,88,152,2,47,141,124,70,80,6,1,0,0,52,0.75,6.6,395,0.23,523,0.43,5.6,160,0.46,1160,2.5,8.2,381,0.42,1191,2.0,7.6,602,0.42,1167,1.2,0.6,118,1.40,118,1,11,105,136,120,31,37,75,151,25,82,21,9,4,2,747,14.0,7.3,638,0.42,525,18.0,4.6,641,0.33,649,7.5,9.4,327,0.49,568,6.5,7.3,317,0.36,947,16.0,1.2,166,1.30,00:30:42,PL
0,75,0,136,41,51,17,116,37,147,121,157,119,3,0,0,0,442,0.33,7.2,352,0.20,1200,0.5,4.6,214,0.20,805,0.0,7.8,194,0.41,215,0.25,8.9,326,0.33,891,0.67,0.7,148,0.89,256,1,88,105,80,71,154,47,107,2,53,999,13,9,3,1,181,3.0,8.1,509,0.49,829,12.0,5.7,398,0.24,893,8.0,8.9,843,0.28,676,9.0,10.1,624,0.37,476,11.0,0.7,198,1.02,00:24:37,PL
0,87,1,75,105,157,31,88,51,38,122,25,80,12,7,5,0,710,2.0,6.4,234,0.30,443,5.0,7.9,669,1.05,298,10.0,7.7,600,0.51,823,2.0,9.1,443,0.54,342,9.0,0.2,212,1.20,127,0,54,136,18,141,147,101,107,143,70,154,10,5,0,1,343,1.25,7.9,577,0.42,73,8.0,4.4,252,0.36,842,2.0,8.9,528,0.45,22,2.0,7.1,377,0.36,695,7.0,0.1,181,1.43,00:33:28,PL
0,107,1,88,31,154,73,48,36,141,158,70,80,31,10,3,1,397,4.0,7.9,836,0.45,843,6.5,5.5,267,0.42,814,20.0,8.7,1026,0.38,663,6.0,7.7,1063,0.38,1123,26.0,0.5,276,1.09,75,0,41,34,136,11,47,147,75,120,17,72,10,2,1,0,442,1.0,7.2,517,0.23,1200,1.6,4.8,578,0.19,805,0.71,7.1,308,0.30,215,0.83,8.0,372,0.38,891,1.25,0.8,365,1.13,00:26:30,PL
0,256,1,54,136,80,75,27,34,107,2,17,72,26,8,4,1,181,2.6,7.4,684,0.38,829,19.0,5.3,393,0.32,893,13.0,8.7,729,0.38,676,5.0,9.8,687,0.41,476,7.33,0.9,346,1.34,216,0,31,105,154,121,47,51,104,43,9,41,12,4,1,1,1185,1.5,6.5,372,0.44,1004,1.8,6.8,837,0.03,1193,0.75,8.7,212,0.35,634,0.83,7.3,308,0.20,349,0.71,1.0,297,1.34,00:34:17,PL
0,142,0,105,11,80,67,82,101,155,56,116,9,5,2,1,0,594,0.25,7.7,180,0.27,498,1.0,4.5,147,0.27,1157,1.0,8.6,297,0.21,588,2.5,9.1,626,0.24,152,1.33,1.3,359,2.27,6,1,47,75,154,151,71,31,107,122,136,99,14,9,3,1,52,8.0,9.5,516,0.27,523,11.0,6.8,328,0.38,1160,6.0,9.1,605,0.55,1191,10.0,9.8,616,0.55,1167,2.0,1.4,79,1.31,00:29:06,PL
0,109,1,75,17,25,71,41,31,107,121,29,96,18,9,4,1,1177,3.5,8.0,943,0.37,1115,5.5,5.0,350,0.26,334,4.0,7.7,620,0.15,64,5.0,9.1,538,0.45,864,12.0,1.3,155,1.37,118,0,105,154,157,54,143,18,147,2,136,67,8,1,0,0,747,0.5,5.2,475,0.37,525,2.0,5.1,466,0.41,649,5.0,7.5,630,0.26,568,1.5,8.9,322,0.33,947,1.0,1.2,67,1.19,00:26:55,PL
0,200,1,105,122,136,56,1,101,27,121,157,154,32,18,7,2,718,4.0,8.0,329,0.35,693,4.0,5.9,484,0.78,455,7.67,8.7,684,0.29,561,25.0,10.0,607,0.45,280,28.0,0.2,341,1.33,50,0,147,17,75,107,92,51,141,2,70,80,11,3,0,0,1192,0.86,7.7,495,0.37,925,1.25,4.7,251,0.43,51,1.75,8.2,515,0.37,1089,1.0,9.0,577,0.17,381,1.14,0.4,132,1.33,00:22:00,JP
0,200,1,105,122,136,56,1,101,27,121,157,154,32,18,7,2,718,4.0,8.0,329,0.35,693,4.0,5.9,484,0.78,455,7.67,8.7,684,0.29,561,25.0,10.0,607,0.45,280,28.0,0.2,341,1.33,50,0,147,17,75,107,92,51,141,2,70,80,11,3,0,0,1192,0.86,7.7,495,0.37,925,1.25,4.7,251,0.43,51,1.75,8.2,515,0.37,1089,1.0,9.0,577,0.17,381,1.14,0.4,132,1.33,00:22:00,JP
0,42,1,99,22,27,11,56,101,141,105,17,72,32,19,6,2,657,3.0,7.6,311,0.29,149,2.5,5.2,354,0.33,289,1.88,8.8,432,0.49,401,3.2,9.2,525,0.39,756,1.67,0.8,261,1.67,32,0,9,51,154,107,147,34,75,48,70,80,40,19,8,3,788,2.14,9.3,484,0.36,134,4.5,4.8,365,0.20,234,4.0,9.0,769,0.46,1085,4.0,8.6,363,0.51,778,3.0,0.9,238,1.32,00:29:52,JP
0,32,0,9,51,154,107,147,34,75,48,70,80,40,19,8,3,788,2.14,9.3,484,0.36,134,4.5,4.8,365,0.20,234,4.0,9.0,769,0.46,1085,4.0,8.6,363,0.51,778,3.0,0.9,238,1.32,42,1,99,22,27,11,56,101,141,105,17,72,32,19,6,2,657,3.0,7.6,311,0.29,149,2.5,5.2,354,0.33,289,1.88,8.8,432,0.49,401,3.2,9.2,525,0.39,756,1.67,0.8,261,1.67,00:30:09,JP
